D_Trade,,,,,,,,,
发生日期,证券代码,证券名称,业务名称,委托编号,成交价格,成交数量,成交金额,清算金额,股东代码
20120405,159901,深100ETF,证券卖出,1,0.612,-22000,13464,13459,124806514
20120405,159901,深100ETF,证券买入,2,0.611,22000,13442,-13447,124806514
20120405,159901,深100ETF,证券卖出,3,0.613,-22000,13486,13481,124806514
20120405,150019,银华锐进,证券买入,4,0.889,8000,7112,-7117,124806514
20120406,159901,深100ETF,证券卖出,5,0.614,-22000,13508,13503,124806514
20120406,150019,银华锐进,证券买入,6,0.882,8000,7056,-7061,124806514
20120410,150019,银华锐进,证券卖出,7,0.891,-16000,14256,14251,124806514
20120411,150019,银华锐进,证券买入,8,0.881,10000,8810,-8815,124806514
20120411,150022,申万收益,证券买入,9,0.766,11000,8426,-8431,124806514
20120413,150019,银华锐进,证券卖出,10,0.967,-10000,9670,9665,124806514
20120416,159901,深100ETF,证券买入,11,0.633,11000,6963,-6968,124806514
20120416,159901,深100ETF,证券买入,12,0.631,11000,6941,-6946,124806514
20120417,150039,鼎利A,证券卖出,13,0.997,-1599,1594.2,1589.2,124806514
20120418,150022,申万收益,证券买入,14,0.75,11000,8250,-8255,124806514
20120418,150008,瑞和小康,证券买入,15,0.908,10906,9902.65,-9907.65,124806514
20120418,150030,银华金利,证券买入,16,0.877,16000,14032,-14037,124806514
20120419,150030,银华金利,证券卖出,17,0.88,-16000,14080,14075,124806514
20120419,150034,聚利A,证券买入,18,0.888,20000,17760,-17765.33,124806514
20120419,150030,银华金利,证券买入,19,0.879,16000,14064,-14069,124806514
20120419,150030,银华金利,证券卖出,20,0.88,-16000,14080,14075,124806514
20120419,150030,银华金利,证券买入,21,0.879,16000,14064,-14069,124806514
20120419,150030,银华金利,证券卖出,22,0.88,-16000,14080,14075,124806514
20120420,150008,瑞和小康,证券卖出,23,0.915,-10906,9978.99,9973.99,124806514
20120420,150030,银华金利,证券买入,24,0.879,18000,15822,-15827,124806514
20120420,150030,银华金利,证券卖出,25,0.88,-18000,15840,15835,124806514
20120420,159901,深100ETF,证券卖出,26,0.637,-22000,14014,14009,124806514
20120420,159901,深100ETF,证券买入,27,0.636,22000,13992,-13997,124806514
20120420,150030,银华金利,证券买入,28,0.879,18000,15822,-15827,124806514
20120423,150022,申万收益,证券卖出,29,0.753,-11000,8283,8278,124806514
20120423,150030,银华金利,证券卖出,30,0.883,-18000,15894,15889,124806514
20120423,150018,银华稳进,证券买入,31,0.823,11000,9053,-9058,124806514
20120423,159901,深100ETF,证券卖出,32,0.637,-22000,14014,14009,124806514
